Price,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,Return,Signal
2010-07-30,1181.699951171875,1183.0999755859375,1166.0,1168.199951171875,5466,1191.020001220703,1211.636005859375,43.22578676285283,0.0014386674388042753,1
2010-08-02,1183.4000244140625,1191.800048828125,1174.699951171875,1183.4000244140625,2504,1189.820001220703,1211.5480053710937,36.51937879543375,0.001520979145410939,1
2010-08-03,1185.199951171875,1190.5,1180.0,1185.199951171875,598,1189.3399963378906,1211.7380053710938,39.830457821354265,0.00717178564814791,1
2010-08-04,1193.699951171875,1203.0,1186.300048828125,1186.300048828125,1068,1189.0949951171874,1211.7360034179687,43.65078425314837,0.002932060101505485,1
2010-08-05,1197.199951171875,1199.300048828125,1190.0,1197.199951171875,214,1189.164990234375,1211.7240014648437,54.75203849752707,0.005178811806765049,1
2010-08-06,1203.4000244140625,1211.0,1195.300048828125,1203.300048828125,347,1188.8549926757812,1211.5260009765625,61.22029824519325,-0.0022437038286601263,0
2010-08-09,1200.699951171875,1209.5,1199.800048828125,1205.800048828125,658,1188.964990234375,1211.3019995117188,55.133895728088675,-0.0037478139277077327,0
2010-08-10,1196.199951171875,1206.5,1191.0,1196.199951171875,713,1188.1099853515625,1210.9819995117186,52.446792346980516,0.0010868156505534632,1
2010-08-11,1197.5,1208.0,1193.0,1197.5,351,1187.6449829101562,1210.4359985351562,51.094090150250416,0.01444680486691019,1
2010-08-12,1214.800048828125,1215.5,1199.0,1214.800048828125,289,1187.9799865722657,1210.32,63.42916665658489,8.22979765551235e-05,1
2010-08-13,1214.9000244140625,1214.9000244140625,1214.9000244140625,1214.9000244140625,138,1189.3249877929688,1210.4519995117187,66.56280778966928,0.007901864674475956,1
2010-08-16,1224.5,1225.4000244140625,1218.0,1224.5,252,1191.464990234375,1210.6180004882813,91.10004919017283,0.0017149657704675914,1
2010-08-17,1226.5999755859375,1227.4000244140625,1224.0,1226.5999755859375,84,1193.219989013672,1210.3639990234376,91.06691747087581,0.0025272914133693813,1
2010-08-18,1229.699951171875,1231.5999755859375,1218.0,1229.699951171875,169,1195.1249877929688,1210.077998046875,90.48868391559903,0.0033342260868942653,1
2010-08-19,1233.800048828125,1237.5999755859375,1228.800048828125,1233.800048828125,46,1197.039990234375,1210.1839990234375,89.17286194173688,-0.0053494062206586035,0
2010-08-20,1227.199951171875,1232.800048828125,1223.0,1227.199951171875,236,1199.014990234375,1210.3119970703126,80.67210225145364,-0.00024439925826769127,0
2010-08-23,1226.9000244140625,1228.9000244140625,1222.9000244140625,1226.9000244140625,56,1201.2099914550781,1210.2719970703124,79.82826397123412,0.003993825345632862,1
2010-08-24,1231.800048828125,1234.0,1211.5,1231.800048828125,300,1204.8999938964844,1210.4419970703125,78.73297835516965,0.0062509748876860005,1
2010-08-25,1239.5,1240.699951171875,1230.699951171875,1239.5,298,1208.8549926757812,1210.567998046875,79.99993074048807,-0.00330776570063529,0
2010-08-26,1235.4000244140625,1243.300048828125,1235.0,1235.4000244140625,104,1212.2049926757813,1210.6899975585939,73.39176277006214,0.0004856528849608299,1
2010-08-27,1236.0,1236.0,1236.0,1236.0,573,1214.9199951171875,1210.4599975585938,76.62143501555796,0.0008899478850628029,1
2010-08-30,1237.0999755859375,1237.9000244140625,1234.0,1237.0999755859375,128,1217.6049926757812,1210.057998046875,82.5119304762293,0.009053490795586372,1
2010-08-31,1248.300048828125,1249.4000244140625,1233.0,1248.300048828125,124,1220.7599975585938,1210.23,84.8901200245482,-0.0016021789007198972,0
2010-09-01,1246.300048828125,1254.300048828125,1243.5999755859375,1246.300048828125,41,1223.3900024414063,1210.3580004882813,77.3913043478261,0.004172310814530178,1
2010-09-02,1251.5,1252.5,1246.9000244140625,1251.5,100,1226.1050048828124,1210.7060009765626,79.23321873799527,-0.001837833662105437,0
2010-09-03,1249.199951171875,1249.199951171875,1240.0,1249.199951171875,3,1228.395001220703,1210.78,72.33266669315567,0.006484228284392213,1
2010-09-07,1257.300048828125,1258.0,1255.5,1257.300048828125,7,1231.2250061035156,1210.81,75.04077296379123,-0.0013521619153455955,0
2010-09-08,1255.5999755859375,1260.199951171875,1254.699951171875,1255.5999755859375,27,1234.1950073242188,1211.1580004882812,71.61928906079645,-0.00533605551302152,0
2010-09-09,1248.9000244140625,1256.0,1244.0999755859375,1248.9000244140625,9,1236.7650085449218,1211.2960009765625,62.07995687508423,-0.003523119807870012,0
2010-09-10,1244.5,1244.5,1244.5,1244.5,20,1238.2500061035157,1211.2760009765625,64.3449708286604,0.0004821017163016972,1
2010-09-13,1245.0999755859375,1245.0999755859375,1245.0999755859375,1245.0999755859375,18,1239.7600036621093,1212.0519995117188,65.01643716410575,0.019757429980159502,1
2010-09-14,1269.699951171875,1272.4000244140625,1253.4000244140625,1269.699951171875,87,1242.020001220703,1213.297998046875,73.59892857902946,-0.002362762948231345,0
2010-09-15,1266.699951171875,1269.800048828125,1263.5,1266.5999755859375,34,1244.025,1214.73599609375,67.98936245793746,0.004105213107000294,1
2010-09-16,1271.9000244140625,1275.199951171875,1268.699951171875,1271.9000244140625,37,1246.1350036621093,1216.2019970703125,73.79394201754498,0.002908995283319893,1
2010-09-17,1275.5999755859375,1279.5999755859375,1273.800048828125,1275.5999755859375,54,1248.225,1217.7979956054687,74.8119616412456,0.002665431545262331,1
2010-09-20,1279.0,1282.0,1279.0,1279.0,27,1250.8150024414062,1219.18599609375,75.51760796354256,-0.005160262381499248,0
2010-09-21,1272.4000244140625,1289.800048828125,1271.800048828125,1272.4000244140625,56,1253.0900024414063,1220.6639965820314,65.54834685555247,0.013989253706600202,1
2010-09-22,1290.199951171875,1290.199951171875,1290.199951171875,1290.199951171875,17,1256.0099975585938,1222.2019946289063,73.52619473148471,0.0031778777022319904,1
2010-09-23,1294.300048828125,1294.300048828125,1289.4000244140625,1294.300048828125,45,1258.75,1223.9519946289063,73.21038945907873,0.0013134135113523904,1
2010-09-24,1296.0,1297.4000244140625,1294.199951171875,1296.0,37,1261.7799987792969,1225.7099951171874,75.54585094644371,0.0005400857807678072,1
2010-09-27,1296.699951171875,1296.699951171875,1296.699951171875,1296.699951171875,67,1264.8149963378905,1227.883994140625,73.39663016153304,0.007634784288466756,1
2010-09-28,1306.5999755859375,1308.5999755859375,1287.5,1287.5,25190,1268.2899963378907,1230.3819946289063,77.59743176473697,0.0014541745366329906,1
2010-09-29,1308.5,1312.5,1305.0,1309.4000244140625,6745,1271.2999938964845,1232.7219946289063,84.0182603860823,-0.0005349263827856277,0
2010-09-30,1307.800048828125,1315.199951171875,1295.699951171875,1307.199951171875,579,1274.3749938964843,1235.04599609375,87.72355334144227,0.006346479926537585,1
2010-10-01,1316.0999755859375,1320.0,1309.0,1309.0,153,1277.6049926757812,1237.4579956054688,88.75552049212006,-0.0005318373868697934,0
2010-10-04,1315.4000244140625,1319.0999755859375,1312.0,1318.300048828125,95,1280.9149963378907,1240.0119970703124,83.75198567608552,0.017865287793702,1
2010-10-05,1338.9000244140625,1341.0999755859375,1312.9000244140625,1312.9000244140625,197,1284.9949951171875,1243.1299975585937,90.92982604254753,0.005601613162478092,1
2010-10-06,1346.4000244140625,1349.0,1339.0,1339.0999755859375,215,1289.5349975585937,1246.897998046875,91.16033203214572,-0.00928401646861221,0
2010-10-07,1333.9000244140625,1363.0,1325.699951171875,1347.9000244140625,261,1293.7849975585937,1250.367998046875,79.35557074437222,0.007721663220102926,1
2010-10-08,1344.199951171875,1348.4000244140625,1325.0,1333.5,80,1298.7699951171876,1253.8839965820312,80.69686018657728,0.006769898814768194,1
2010-10-11,1353.300048828125,1353.699951171875,1344.0,1346.699951171875,79,1304.179998779297,1257.3159985351563,87.21258123528163,-0.005615973828443477,0
2010-10-12,1345.699951171875,1352.199951171875,1343.5999755859375,1346.9000244140625,112,1307.979998779297,1260.5619970703126,78.1725888324873,0.017685999622277793,1
2010-10-13,1369.5,1374.0,1355.0999755859375,1356.4000244140625,251,1313.1200012207032,1264.247998046875,81.81048317969542,0.005257357555220832,1
2010-10-14,1376.699951171875,1383.9000244140625,1371.300048828125,1372.800048828125,106,1318.3599975585937,1267.907998046875,82.61923323629546,-0.004067680529203699,0
2010-10-15,1371.0999755859375,1382.4000244140625,1364.699951171875,1379.199951171875,170,1323.1349975585938,1271.3859985351562,78.92692011607123,7.291633558281774e-05,1
2010-10-18,1371.199951171875,1372.5999755859375,1358.0,1358.0,46,1327.7449951171875,1274.7419970703124,77.18855867547464,-0.02632728768337922,0
2010-10-19,1335.0999755859375,1370.5,1328.5,1366.800048828125,301,1330.8799926757813,1277.4299975585936,58.69280941458064,0.006141917004072184,1
2010-10-20,1343.300048828125,1345.800048828125,1334.199951171875,1336.0,148,1333.5349975585937,1280.3719995117187,61.059190031152646,-0.013846569627148031,0
2010-10-21,1324.699951171875,1346.199951171875,1317.5,1344.199951171875,102,1335.0549926757812,1282.9159985351562,52.51755473683082,-0.0002264110884484527,0
2010-10-22,1324.4000244140625,1328.0999755859375,1319.0,1326.699951171875,113,1336.4749938964844,1285.107998046875,52.6408428002218,0.010495336875437022,1
2010-10-25,1338.300048828125,1349.0999755859375,1333.0999755859375,1333.5999755859375,194,1338.554998779297,1287.5759985351563,49.81344062553377,-0.00022420146243562478,0
2010-10-26,1338.0,1341.199951171875,1328.300048828125,1341.199951171875,195,1340.125,1289.8459985351562,47.26562096427462,-0.011808706149570303,0
2010-10-27,1322.199951171875,1341.0,1321.0999755859375,1341.0,106,1340.8099975585938,1291.757998046875,46.271493557670546,0.015050692141097777,1
2010-10-28,1342.0999755859375,1343.5999755859375,1325.9000244140625,1327.9000244140625,192,1342.5249938964844,1294.0059985351563,49.36937808795055,0.011176514621014988,1
2010-10-29,1357.0999755859375,1358.699951171875,1336.800048828125,1340.199951171875,74,1344.5749938964843,1296.4719970703125,51.102065208386584,-0.005084389166747583,0
2010-11-01,1350.199951171875,1360.300048828125,1350.699951171875,1360.300048828125,40,1346.314990234375,1298.9319970703125,51.31042366952753,0.004591966720785434,1
2010-11-02,1356.4000244140625,1356.800048828125,1355.5,1356.800048828125,17,1347.189990234375,1301.5219970703124,45.74952728517121,-0.014228876792052758,0
2010-11-03,1337.0999755859375,1359.199951171875,1327.5,1351.4000244140625,135,1346.7249877929687,1303.6279956054686,38.08667269427468,0.034103639532230945,1
2010-11-04,1382.699951171875,1392.5,1368.5999755859375,1368.5999755859375,109,1349.1649841308595,1306.4919946289062,52.81279285433933,0.010559122131938992,1
2010-11-05,1397.300048828125,1398.0,1378.199951171875,1390.699951171875,109,1351.8199890136718,1309.7299951171874,55.91301442827291,0.003936162461750881,1
2010-11-08,1402.800048828125,1409.199951171875,1387.0999755859375,1390.5,112,1354.294989013672,1313.06599609375,67.80639348925675,0.004990019786389244,1
2010-11-09,1409.800048828125,1423.199951171875,1382.9000244140625,1405.199951171875,84,1357.4999938964843,1316.5199975585938,67.6018693714652,-0.007589780728892603,0
2010-11-10,1399.0999755859375,1408.0999755859375,1384.0,1395.199951171875,29,1358.9799926757812,1319.53599609375,70.55245134900912,0.0028589808232430958,1
2010-11-11,1403.0999755859375,1413.5,1397.300048828125,1400.699951171875,26,1360.2999938964845,1322.6719946289063,71.3047547165821,-0.02686904128562284,0
2010-11-12,1365.4000244140625,1407.9000244140625,1360.0999755859375,1407.9000244140625,182,1360.0149963378906,1324.9499951171874,56.49878369002977,0.0021971583025914843,1
2010-11-15,1368.4000244140625,1372.5999755859375,1355.300048828125,1363.699951171875,46,1359.875,1327.3339965820312,57.19696466150681,-0.021996474019960743,0
2010-11-16,1338.300048828125,1358.199951171875,1329.5,1356.5,67,1360.0350036621094,1328.9539965820313,53.56986257766749,-0.0011208248862528691,0
2010-11-17,1336.800048828125,1341.800048828125,1331.300048828125,1336.9000244140625,50,1359.7100036621093,1330.577998046875,48.72044395587555,0.012043667712348771,1
2010-11-18,1352.9000244140625,1353.199951171875,1347.699951171875,1349.5,17,1361.1200073242187,1332.657998046875,48.991367139312466,-0.0005174611793585804,0
2010-11-19,1352.199951171875,1352.0,1344.5,1350.699951171875,7,1362.5100036621093,1334.8119970703126,50.49504890662598,0.004067445791011481,1
2010-11-22,1357.699951171875,1357.699951171875,1357.699951171875,1357.699951171875,7,1363.479998779297,1337.0639965820312,50.322882676157384,0.01458352326744583,1
2010-11-23,1377.5,1377.5,1364.5,1369.4000244140625,15,1365.4549987792968,1339.2199975585938,60.00990837475433,-0.0033393652166515686,0
2010-11-24,1372.9000244140625,1377.800048828125,1377.800048828125,1377.800048828125,3,1367.9900024414062,1341.3439990234374,46.95276233132794,-0.007720864882686196,0
2010-11-26,1362.300048828125,1372.0999755859375,1372.0999755859375,1372.0999755859375,138416,1369.0000061035157,1343.1519995117187,38.83928918977412,0.002715959068677831,1
2010-11-29,1366.0,1369.300048828125,1352.5999755859375,1364.0,94486,1369.4450073242188,1344.96,38.129016507056456,0.013909224011713128,1
2010-11-30,1385.0,1390.0999755859375,1362.800048828125,1366.699951171875,11370,1371.185009765625,1347.08,42.5748356802021,0.00166068507445849,1
2010-12-01,1387.300048828125,1396.5999755859375,1382.300048828125,1386.800048828125,4759,1372.7300109863281,1349.3780004882813,46.279972076219295,0.0008649543210847987,1
