Price,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,Return,Signal
2010-03-16,1122.199951171875,1127.0,1114.5,1122.199951171875,66,1117.5850036621093,1110.80599609375,61.281814401522716,0.0016040357391258198,1
2010-03-17,1124.0,1131.4000244140625,1118.0,1124.0,29,1117.8100036621095,1110.9319970703125,57.75860456197295,0.0030249327527247516,1
2010-03-18,1127.4000244140625,1127.800048828125,1121.0999755859375,1127.4000244140625,86,1118.2800048828126,1111.117998046875,54.67624996706734,-0.017739932204094533,0
2010-03-19,1107.4000244140625,1107.4000244140625,1107.4000244140625,1107.4000244140625,54,1117.5850036621093,1110.547998046875,45.54793196248007,-0.007314407989311045,0
2010-03-22,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,71,1116.9200073242187,1109.8719995117187,32.23062305515205,0.0038205685302681314,1
2010-03-23,1103.5,1103.5,1103.5,1103.5,16,1116.960009765625,1109.1780004882812,31.190033809509316,-0.013502514194891235,0
2010-03-24,1088.5999755859375,1092.4000244140625,1085.5,1088.5999755859375,9,1116.565008544922,1107.9360009765626,29.81651376146789,0.0037662830037550332,1
2010-03-25,1092.699951171875,1092.699951171875,1086.699951171875,1092.699951171875,8,1115.8100036621095,1107.2119995117187,31.018875235004813,0.010524389598138839,1
2010-03-26,1104.199951171875,1104.199951171875,1104.199951171875,1104.199951171875,5,1115.104998779297,1106.567998046875,41.276954033650625,0.00552445021372816,1
2010-03-29,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,158733,1114.729998779297,1105.9219995117187,44.943839192077775,-0.005223857131454457,0
2010-03-30,1104.5,1112.9000244140625,1101.0999755859375,1109.699951171875,56533,1113.1099975585937,1105.41,48.462233305498735,0.007967450274445342,1
2010-03-31,1113.300048828125,1118.699951171875,1102.0,1103.0999755859375,5950,1111.6400024414063,1104.882001953125,52.28647201444198,0.010599053480895071,1
2010-04-01,1125.0999755859375,1127.699951171875,1111.300048828125,1125.0999755859375,2696,1111.2650024414063,1105.1380004882812,59.73595764203004,0.0069327606411713205,1
2010-04-05,1132.9000244140625,1133.300048828125,1119.9000244140625,1122.300048828125,567,1111.1700012207032,1105.742001953125,61.08453602627526,0.001941875827050854,1
2010-04-06,1135.0999755859375,1138.5,1122.699951171875,1130.800048828125,2490,1111.7450012207032,1106.6600024414063,55.83710867118051,0.01515291481995562,1
2010-04-07,1152.300048828125,1153.0,1132.5999755859375,1152.300048828125,1342,1113.2600036621093,1107.8020043945312,61.23908494881585,-8.686770112675823e-05,0
2010-04-08,1152.199951171875,1152.300048828125,1144.0,1152.199951171875,254,1115.479998779297,1108.8880029296874,60.11414449873101,0.007724374927295052,1
2010-04-09,1161.0999755859375,1164.800048828125,1150.5,1161.0999755859375,505,1118.1349975585938,1110.422001953125,74.08064286574485,0.00043062613944822026,1
2010-04-12,1161.5999755859375,1169.0,1154.5999755859375,1161.5999755859375,483,1121.1399963378906,1111.982001953125,79.98063798315458,-0.0075756946821332605,0
2010-04-13,1152.800048828125,1157.0,1145.0,1152.800048828125,278,1123.525,1113.3780029296875,72.71886538993783,0.005378166992773492,1
2010-04-14,1159.0,1160.5999755859375,1151.199951171875,1159.0,162,1125.3650024414062,1114.472001953125,85.27049291614225,0.0006039268092106198,1
2010-04-15,1159.699951171875,1159.800048828125,1151.0,1157.5,179,1127.15,1115.3180004882813,84.7509845386281,-0.020177548787601807,0
2010-04-16,1136.300048828125,1160.0,1130.4000244140625,1136.300048828125,483,1127.5950012207031,1115.8160009765625,64.81998300259019,-0.0009681401117465072,0
2010-04-19,1135.199951171875,1137.0999755859375,1124.0,1135.199951171875,145,1128.9849975585937,1117.2719995117188,62.05222196224685,0.002995088583779948,1
2010-04-20,1138.5999755859375,1145.800048828125,1136.0,1138.5999755859375,80,1130.9499938964843,1119.0,66.89790254460283,0.008431385729652074,1
2010-04-21,1148.199951171875,1150.0,1138.4000244140625,1148.199951171875,68,1133.184991455078,1120.65,67.15826897732155,-0.005138392784051593,0
2010-04-22,1142.300048828125,1144.0,1133.5999755859375,1142.300048828125,213,1135.8699951171875,1121.962001953125,58.977080580484284,0.009454544599636572,1
2010-04-23,1153.0999755859375,1153.0999755859375,1153.0999755859375,1153.0999755859375,40,1138.8899963378906,1123.5080004882811,60.222667562839156,0.0003469121693973065,1
2010-04-26,1153.5,1160.0999755859375,1151.4000244140625,1160.0999755859375,108,1141.354998779297,1124.6940014648437,59.48456060295259,0.007108756976051067,1
2010-04-27,1161.699951171875,1170.699951171875,1148.5999755859375,1152.800048828125,213,1143.9249938964845,1126.1380004882812,55.34086842170971,0.008263835809380726,1
2010-04-28,1171.300048828125,1171.300048828125,1171.300048828125,1171.300048828125,299,1147.2649963378906,1127.1780004882812,59.79494640160858,-0.0024759022395363095,0
2010-04-29,1168.4000244140625,1171.199951171875,1164.0,1168.4000244140625,166,1150.0199951171876,1128.1560009765626,53.98910836403999,0.010013651940603552,1
2010-04-30,1180.0999755859375,1181.300048828125,1170.0,1180.0999755859375,146,1152.7699951171876,1129.3980004882812,59.00684166234804,0.0022031824758292906,1
2010-05-03,1182.699951171875,1187.5,1177.300048828125,1178.5999755859375,90,1155.259991455078,1130.6259985351562,65.49221657478691,-0.011921853528417348,0
2010-05-04,1168.5999755859375,1191.800048828125,1168.300048828125,1168.5999755859375,94,1156.934991455078,1131.7459985351563,54.59769913346265,0.0051343489006934195,1
2010-05-05,1174.5999755859375,1177.199951171875,1159.199951171875,1174.5999755859375,98,1158.0499877929688,1133.1839990234375,56.791270568100764,0.018985228411060318,1
2010-05-06,1196.9000244140625,1210.5999755859375,1175.9000244140625,1196.9000244140625,79,1160.2849914550782,1135.1919995117187,77.9005475180717,0.01094492047683815,1
2010-05-07,1210.0,1210.800048828125,1194.5999755859375,1210.0,112,1162.7299926757812,1137.2359985351563,81.01166653508159,-0.00793386412060948,0
2010-05-10,1200.4000244140625,1203.800048828125,1189.199951171875,1200.4000244140625,118,1164.6699951171875,1138.877998046875,74.36914196375623,0.016244584807900475,1
2010-05-11,1219.9000244140625,1233.5,1201.5,1219.9000244140625,201,1168.0249938964844,1140.9199975585936,76.2253704753783,0.018689996148466115,1
2010-05-12,1242.699951171875,1246.5,1227.0999755859375,1242.699951171875,213,1172.2099914550781,1143.03599609375,82.68229104578435,-0.011185244137687733,0
2010-05-13,1228.800048828125,1240.0,1228.699951171875,1235.300048828125,37,1175.6649963378907,1144.757998046875,74.15448493984115,-0.0011393427396081401,0
2010-05-14,1227.4000244140625,1227.4000244140625,1227.4000244140625,1227.4000244140625,99,1180.2199951171874,1146.6539990234376,73.43059749496275,0.0002443594197871768,1
2010-05-17,1227.699951171875,1235.9000244140625,1225.199951171875,1233.300048828125,49,1184.8449951171874,1148.5119970703124,72.02940121907494,-0.010914639469488785,0
2010-05-18,1214.300048828125,1216.0999755859375,1208.199951171875,1214.300048828125,73,1188.6299987792968,1150.3259985351563,63.99743143064227,-0.017870437593352162,0
2010-05-19,1192.5999755859375,1192.5999755859375,1192.5999755859375,1192.5999755859375,75,1190.85,1151.737998046875,57.018561238492154,-0.004024758390133498,0
2010-05-20,1187.800048828125,1191.800048828125,1179.4000244140625,1187.800048828125,297,1193.125,1153.337998046875,52.32631126302117,-0.010186981948845597,0
2010-05-21,1175.699951171875,1175.699951171875,1175.699951171875,1175.699951171875,177,1194.2549987792968,1154.6919970703125,47.999997209817536,0.015395167481472516,1
2010-05-24,1193.800048828125,1193.800048828125,1193.800048828125,1193.800048828125,14,1196.270001220703,1156.537998046875,57.0391314043483,0.0033506448621161145,1
2010-05-25,1197.800048828125,1200.0,1195.5999755859375,1197.800048828125,9,1198.0750061035155,1158.3919995117187,56.55369752610893,0.012940390188800333,1
2010-05-26,1213.300048828125,1213.300048828125,1213.300048828125,1213.300048828125,237497,1200.1750061035157,1160.2140014648437,54.817873349413354,-0.0011538979293825857,0
2010-05-27,1211.9000244140625,1218.5,1205.4000244140625,1211.699951171875,109434,1202.3500061035156,1161.972001953125,50.59937724838671,0.00024748473617486333,1
2010-05-28,1212.199951171875,1214.800048828125,1201.0999755859375,1210.4000244140625,12895,1203.9550048828125,1163.6680004882812,53.954403577024244,0.010394405348778557,1
2010-06-01,1224.800048828125,1228.199951171875,1209.300048828125,1224.800048828125,4547,1206.060009765625,1166.0160009765625,51.721724151833925,-0.003429190949335803,0
2010-06-02,1220.5999755859375,1225.800048828125,1213.199951171875,1220.5999755859375,2799,1208.660009765625,1168.4419995117187,41.06711297467511,-0.010076951502401954,0
2010-06-03,1208.300048828125,1224.0,1201.0,1208.300048828125,1552,1210.3450134277343,1170.5380004882813,41.605248319410066,0.0065380303107756,1
2010-06-04,1216.199951171875,1220.4000244140625,1196.9000244140625,1207.5999755859375,1070,1211.310009765625,1173.09,45.64538282719074,0.018993667639923606,1
2010-06-07,1239.300048828125,1244.699951171875,1211.0,1239.300048828125,859,1212.7750122070313,1176.022001953125,53.83094003724995,0.003792423938270062,1
2010-06-08,1244.0,1252.0999755859375,1234.0999755859375,1241.5,763,1214.955010986328,1178.8180029296875,60.40641573994867,-0.012459807073954998,0
2010-06-09,1228.5,1238.199951171875,1222.0,1237.0,446,1215.385009765625,1181.182001953125,63.15018033301467,-0.006267766521672824,0
2010-06-10,1220.800048828125,1233.5,1215.0999755859375,1232.800048828125,488,1214.2900146484376,1183.5080029296876,61.83642945586821,0.0066349731831292225,1
2010-06-11,1228.9000244140625,1229.5999755859375,1218.0,1228.9000244140625,481,1214.2950134277344,1185.8200024414064,69.64551833443473,-0.004556900866372393,0
2010-06-14,1223.300048828125,1232.699951171875,1217.699951171875,1223.199951171875,989,1214.0900146484375,1187.78400390625,62.001636875792116,0.008092783412568139,1
2010-06-15,1233.199951171875,1236.0,1222.4000244140625,1222.5999755859375,251,1214.3650146484374,1189.7900024414062,63.7422189535298,-0.003162424990403201,0
2010-06-16,1229.300048828125,1229.300048828125,1229.300048828125,1229.300048828125,318,1215.1150146484374,1191.67400390625,56.825955629621916,0.01480513336774436,1
2010-06-17,1247.5,1251.0999755859375,1233.9000244140625,1233.9000244140625,266,1217.8600158691406,1193.5780029296875,63.28360928283496,0.0077755119614228985,1
2010-06-18,1257.199951171875,1261.5,1242.9000244140625,1247.699951171875,130,1221.330010986328,1195.6780029296874,65.69041396746486,-0.013919822366909695,0
2010-06-21,1239.699951171875,1264.800048828125,1232.0,1257.4000244140625,219,1224.530010986328,1197.2500024414062,55.023582770172936,0.00016138844080648695,1
2010-06-22,1239.9000244140625,1242.800048828125,1232.0999755859375,1239.9000244140625,172,1226.835009765625,1198.8160034179687,56.687493972601345,-0.004677835885087522,0
2010-06-23,1234.0999755859375,1245.0999755859375,1226.9000244140625,1233.9000244140625,100,1228.6500061035156,1200.442001953125,59.36138830939314,0.009237520978517155,1
2010-06-24,1245.5,1248.0999755859375,1230.699951171875,1236.4000244140625,253,1230.2600036621093,1202.172001953125,60.368042932870736,0.008269810379867515,1
2010-06-25,1255.800048828125,1256.9000244140625,1243.699951171875,1246.699951171875,159,1232.4550048828125,1204.09400390625,56.42024566103337,-0.014015047755949639,0
2010-06-28,1238.199951171875,1238.199951171875,1238.199951171875,1238.199951171875,351,1233.7550048828125,1206.132001953125,47.94906193993514,0.0030690106428516994,1
2010-06-29,1242.0,1245.0,1228.5,1242.0,417,1234.6150024414062,1208.2680029296876,55.20431961539836,0.0028180354267310914,1
2010-06-30,1245.5,1246.199951171875,1236.699951171875,1245.5,73,1235.8600036621094,1210.4060034179688,59.840617996762944,-0.03147326469038536,0
2010-07-01,1206.300048828125,1242.4000244140625,1204.5,1206.300048828125,50,1235.7600036621093,1211.5680053710937,42.784170143904234,0.0009118590246315339,1
2010-07-02,1207.4000244140625,1211.5999755859375,1200.800048828125,1201.4000244140625,169,1235.3200073242188,1212.8700048828125,44.77316667776883,-0.010435626413087151,0
2010-07-06,1194.800048828125,1211.800048828125,1190.5,1207.300048828125,52,1233.0950073242188,1213.7040063476563,37.59693467978633,0.0031803871798796735,1
2010-07-07,1198.5999755859375,1198.5999755859375,1198.5999755859375,1198.5999755859375,18,1230.8250061035155,1214.606005859375,40.07755051475456,-0.0023359976763254187,0
2010-07-08,1195.800048828125,1203.300048828125,1189.300048828125,1195.800048828125,93,1229.190008544922,1215.2880078125,31.44295296132134,0.011540329649038172,1
2010-07-09,1209.5999755859375,1213.0,1195.0,1209.5999755859375,22,1228.6300048828125,1216.0540063476562,33.4030796785312,-0.009176567303219918,0
2010-07-12,1198.5,1198.5,1198.5,1198.5,45,1227.1100036621094,1216.656005859375,34.96352147011861,0.012348810035982538,1
2010-07-13,1213.300048828125,1217.4000244140625,1205.199951171875,1213.300048828125,53,1226.6100036621094,1217.3200073242188,41.22691956805139,-0.005357289819841404,0
2010-07-14,1206.800048828125,1213.800048828125,1202.4000244140625,1212.0,54,1225.2900085449219,1217.8020092773438,41.03744586784179,0.0010771683006434163,1
2010-07-15,1208.0999755859375,1208.0999755859375,1208.0999755859375,1208.0999755859375,32,1224.2300048828124,1218.5920092773438,36.84948334665349,-0.016637675682584896,0
2010-07-16,1188.0,1188.0,1188.0,1188.0,46,1221.2550048828125,1218.860009765625,27.697316536859674,-0.005303071404145654,0
2010-07-19,1181.699951171875,1182.199951171875,1180.0,1181.699951171875,4,1217.4800048828124,1218.5560083007813,29.921777666725674,0.008293178668922208,1
2010-07-20,1191.5,1191.5,1191.5,1191.5,8,1215.0700073242188,1218.1860083007812,32.78796835318748,8.390733188212707e-05,1
2010-07-21,1191.5999755859375,1194.5,1184.0999755859375,1191.5999755859375,24,1212.6550048828126,1218.0100073242188,31.19325059565844,0.0032729309281369634,1
2010-07-22,1195.5,1196.0,1194.4000244140625,1195.5,79,1210.7250061035156,1217.5220068359374,44.99996609150321,-0.006524507593580142,0
2010-07-23,1187.699951171875,1198.5999755859375,1187.699951171875,1187.699951171875,32,1207.8350036621093,1216.4220068359375,41.41233539905984,-0.003957187307482513,0
2010-07-26,1183.0,1183.0,1183.0,1183.0,37,1204.195001220703,1215.506005859375,44.475622468293665,-0.021132713440405793,0
2010-07-27,1158.0,1158.0,1158.0,1158.0,29,1200.1850036621095,1214.1180053710937,34.14061941205922,0.0020725599430591046,1
2010-07-28,1160.4000244140625,1160.4000244140625,1160.4000244140625,1160.4000244140625,206828,1196.1050048828124,1212.7720068359374,36.128514425059244,0.0068941742775638915,1
2010-07-29,1168.4000244140625,1169.199951171875,1158.699951171875,1163.800048828125,54384,1192.2500061035157,1211.8540063476562,33.08705473919257,0.01138302505983102,1
